Sex,Age,Race,Juvenile Felonies,Juvenile Misdemeanors,Juvenile Others,Previous Convictions,Degree of Conviction,Days in Jail,COMPAS Score,Recidivism
1,30,0,0,0,0,5,0,32,2,0
1,56,2,0,0,0,13,1,49,4,0
1,23,0,1,0,0,2,0,2,9,1
1,38,2,0,0,0,18,0,49,9,0
1,25,0,0,0,0,1,0,52,3,0
1,48,0,0,0,0,11,0,5,8,0
0,58,2,0,0,0,0,1,1,1,0
0,26,0,0,0,0,0,0,1,3,0
1,33,2,0,0,0,3,0,89,7,1
1,59,0,0,0,0,8,0,9,8,1
1,34,0,0,0,0,12,0,24,7,0
1,44,2,0,0,0,5,0,13,2,0
1,20,0,0,0,0,0,0,31,7,1
1,45,2,0,0,0,0,0,35,7,0
1,27,3,0,0,0,1,1,245,4,0
1,37,2,0,0,0,1,0,1,2,1
1,43,0,0,0,0,0,0,1,1,1
1,65,0,0,0,0,0,0,2,1,0
0,36,0,0,0,0,1,1,1,5,0
1,59,2,0,0,0,0,1,1,1,0
1,35,2,0,0,0,4,0,32,2,1
1,37,0,0,0,0,12,0,328,9,0
1,29,0,0,0,0,5,0,113,5,1
0,21,0,0,0,0,0,1,1,5,0
1,28,2,0,0,0,0,1,61,1,0
1,34,0,0,0,0,5,1,85,3,1
0,21,2,0,0,0,0,0,1,4,0
1,21,2,0,0,0,1,0,1,5,0
1,29,0,0,0,0,1,1,3,2,0
0,42,0,0,0,0,16,0,180,6,0
1,21,0,0,2,1,3,0,32,9,1
1,69,0,0,0,0,1,0,32,1,1
0,49,2,0,0,0,1,1,1,1,0
1,29,2,0,0,0,1,0,89,2,0
0,24,2,0,0,0,0,1,1,5,0
1,27,0,0,0,0,4,0,35,8,1
0,55,0,0,0,0,1,1,3,1,0
1,19,0,1,2,0,3,0,81,10,1
1,24,0,2,0,0,7,1,3,8,1
1,21,2,0,0,0,1,0,31,4,0
1,28,2,0,0,0,0,0,38,6,1
1,34,0,0,0,0,4,1,1,6,0
1,27,0,0,0,0,2,0,2,5,1
1,37,0,3,0,0,12,1,171,10,0
1,40,0,0,0,0,1,0,66,1,0
1,60,5,0,0,0,0,1,120,1,0
0,36,2,0,0,0,4,0,15,2,1
1,23,2,0,0,0,0,0,1,4,0
1,34,0,0,0,0,19,0,133,7,1
1,52,2,0,0,0,0,0,1,1,0
1,38,0,0,0,0,13,0,3,10,0
1,27,0,0,0,1,5,0,30,9,1
1,50,0,0,0,0,1,0,30,1,0
1,27,0,0,0,0,0,0,31,2,0
1,22,0,0,1,2,1,0,85,5,0
1,29,2,0,0,0,0,1,31,7,1
0,50,3,0,0,0,1,0,31,2,1
1,61,2,0,0,0,1,0,123,1,1
1,34,0,0,0,0,1,0,113,1,0
1,56,0,0,0,0,1,0,39,1,0
1,22,0,0,0,0,0,0,31,8,0
1,31,0,3,0,0,16,0,1,10,1
1,21,2,0,0,0,0,0,1,4,0
1,23,0,0,0,1,1,0,215,5,1
1,45,5,0,0,0,1,0,1,1,0
1,26,3,0,0,0,3,0,130,9,0
1,24,0,0,0,0,1,1,74,8,1
1,30,0,0,0,0,1,0,1,9,0
1,32,0,0,6,5,17,0,113,8,1
1,61,2,0,0,0,0,1,83,1,0
1,27,2,0,0,0,3,1,93,3,0
1,41,3,0,0,0,2,1,2,2,0
1,25,3,0,0,0,2,0,1,1,0
1,60,2,0,0,0,0,1,32,1,0
1,23,0,0,0,0,1,1,123,8,0
1,40,2,0,0,0,0,1,30,1,0
1,35,2,0,0,0,6,0,253,4,0
1,30,2,0,0,0,0,0,185,3,0
1,34,2,0,0,0,1,0,235,1,0
1,49,2,0,0,0,0,0,2,1,0
0,20,2,0,0,0,1,0,1,5,0
0,20,0,0,0,0,0,0,30,5,0
1,48,1,0,0,0,0,0,3,2,0
1,24,0,0,0,0,0,1,2,5,1
1,30,0,0,0,0,5,1,31,3,0
1,50,0,1,0,0,23,0,241,10,0
0,20,0,0,0,0,0,1,1,4,1
1,25,0,0,0,0,0,1,2,3,0
1,37,2,0,0,0,0,0,1,2,0
1,38,2,0,0,0,0,1,1,2,1
1,29,0,0,0,0,0,0,32,2,1
0,38,2,0,0,0,1,1,135,5,1
1,27,0,0,0,0,1,0,266,2,1
1,45,3,0,0,0,0,1,2,1,0
0,29,3,0,0,0,2,1,42,3,0
1,21,2,0,0,0,0,1,2,4,1
1,36,0,0,0,0,11,1,13,6,0
1,29,0,0,0,0,3,1,2,7,0
1,24,0,0,0,0,1,0,142,7,0
1,53,2,0,0,0,3,0,198,1,1
1,36,2,0,0,0,4,0,31,2,1
1,64,0,0,0,0,8,1,1,4,1
1,31,0,0,0,0,3,1,2,3,0
1,26,2,0,0,0,3,1,1,10,0
1,48,2,0,0,0,0,0,34,1,0
1,27,5,0,0,0,6,0,31,4,1
1,21,0,0,0,0,0,0,2,4,0
1,20,0,0,0,0,0,0,61,5,1
1,29,2,0,0,0,1,1,1,1,0
1,37,0,0,0,0,17,1,133,9,0
1,51,2,0,0,0,8,0,31,5,1
1,47,2,0,0,0,2,0,2,2,1
1,42,2,0,0,0,0,0,98,5,0
1,23,2,0,0,0,1,1,44,3,0
1,49,2,0,0,0,6,0,61,3,0
1,25,0,1,0,0,5,0,32,9,0
1,27,0,0,0,1,2,0,40,9,1
1,45,0,1,0,0,16,0,2,7,0
1,41,2,0,0,0,0,0,31,2,1
0,20,0,0,0,0,2,1,42,9,0
1,31,2,0,0,0,3,1,2,2,1
1,28,1,0,0,0,9,0,182,8,1
0,29,0,0,0,0,1,0,73,3,0
1,39,2,0,0,0,1,0,1,1,0
1,33,2,0,0,0,0,0,31,1,0
1,41,1,0,0,0,0,0,61,1,0
0,21,0,0,1,0,1,0,1,6,1
1,48,1,0,0,0,0,1,225,1,0
1,27,0,0,0,0,3,1,111,3,0
1,24,3,0,0,0,0,0,33,5,0
0,24,2,0,0,0,0,1,1,3,0
1,29,0,0,0,0,3,1,2,3,1
1,21,2,0,0,0,0,0,2,5,1
0,31,2,0,0,2,14,0,30,10,0
1,32,3,0,0,0,1,0,92,1,0
1,62,2,0,0,0,0,1,31,1,0
1,39,2,0,0,0,3,0,2,6,1
1,30,0,0,1,0,13,1,1,10,0
1,44,2,0,0,0,0,1,31,1,0
1,56,2,0,0,0,2,1,103,3,0
1,28,0,0,0,0,6,0,1,1,0
0,26,0,0,0,0,6,0,4,6,1
1,27,0,0,0,0,14,0,57,7,0
1,23,2,0,0,0,0,0,684,3,0
1,24,0,0,0,0,5,0,64,9,1
1,51,3,0,0,0,0,1,1,1,0
1,51,3,0,0,0,1,0,93,3,0
1,56,2,0,0,0,0,1,1,1,0
1,28,0,0,0,1,7,0,59,10,0
0,36,0,0,0,0,1,1,32,2,0
1,21,2,0,0,1,0,0,289,8,0
1,26,2,0,0,0,0,0,33,5,0
1,35,0,0,0,0,1,0,167,8,0
0,38,2,0,0,0,0,1,30,1,0
1,24,0,0,0,0,3,0,1,6,0
1,23,0,0,0,0,1,0,1,2,0
1,28,2,0,0,0,5,1,152,7,1
0,29,2,0,0,0,7,0,9,6,1
1,20,0,4,2,1,6,0,26,10,1
0,38,5,0,0,0,0,0,31,1,0
1,26,0,0,1,1,12,0,213,6,0
1,29,0,0,0,0,0,1,61,3,0
0,34,1,0,0,0,1,0,62,1,0
1,49,0,0,0,0,1,1,1,2,0
1,29,0,0,0,0,11,0,2,3,1
1,34,0,0,0,0,8,1,2,7,1
1,26,0,0,0,0,6,0,62,7,1
1,58,0,0,0,0,0,0,60,1,0
1,37,3,0,0,0,6,0,199,5,1
1,48,2,0,0,0,0,1,1,6,1
1,61,0,0,0,0,9,0,126,2,0
1,30,0,0,0,0,1,0,293,3,1
1,44,0,0,0,0,0,0,3,3,0
1,26,0,0,0,0,3,0,1,7,1
1,46,0,0,0,0,3,0,36,3,1
1,36,2,0,0,0,5,0,122,3,0
0,29,0,0,1,0,11,0,150,9,1
1,26,2,0,0,0,6,1,61,7,0
1,30,5,0,0,0,1,0,227,3,0
1,43,3,0,0,0,6,1,254,3,0
1,29,2,0,0,0,0,0,31,3,0
1,22,3,0,0,0,1,1,334,9,0
0,23,5,0,0,0,0,1,1,6,0
1,53,0,0,0,0,3,0,6,6,1
1,33,5,0,0,0,5,0,3,3,1
1,35,0,0,0,0,8,1,273,6,0
0,39,2,0,0,0,3,0,31,3,0
1,21,3,1,0,0,1,0,56,8,1
0,26,2,0,0,0,2,0,155,6,1
1,26,0,1,0,0,10,0,2,9,1
1,28,0,0,0,0,8,1,1,6,1
1,31,0,0,0,0,1,1,2,4,0
0,21,2,0,3,1,3,1,2,7,1
1,37,0,0,0,0,8,0,15,5,1
1,29,2,0,0,0,1,0,1,6,0
1,22,0,1,0,0,12,0,124,10,1
1,59,0,0,0,0,4,1,67,1,0
1,28,0,0,8,2,12,0,13,10,1
0,56,2,0,0,0,0,1,1,1,0
1,37,0,0,0,0,1,0,61,1,0
1,30,2,0,0,0,0,0,1,2,0
1,27,0,0,0,0,2,0,93,4,0
1,51,3,0,0,0,0,1,1,1,0
1,29,5,0,0,0,0,0,61,2,0
0,41,2,0,0,0,0,0,1,1,0
1,24,0,0,0,0,1,0,1,4,0
0,27,2,0,0,0,6,0,2,10,0
0,41,2,0,0,0,3,0,180,7,0
1,43,0,0,0,0,15,1,1,9,1
0,53,0,0,0,0,5,0,61,6,0
1,27,0,1,0,0,6,0,30,7,1
1,26,0,0,1,0,6,1,2,5,0
1,22,2,0,0,4,3,1,31,3,0
0,24,2,0,0,0,1,0,30,6,0
1,30,0,0,0,0,0,0,1,6,0
1,56,5,0,0,0,6,0,206,2,1
1,26,0,0,0,0,4,0,1,9,1
1,24,0,2,1,0,3,1,1,6,1
1,30,3,0,0,0,6,1,1,3,1
1,54,0,0,0,0,4,0,61,1,0
1,23,3,0,0,0,0,0,1,5,1
1,25,5,0,0,0,1,0,69,4,1
0,48,0,0,0,3,18,0,173,6,1
0,36,0,0,0,0,13,0,144,9,1
1,46,4,0,0,0,0,1,1,1,0
0,45,0,0,0,0,1,0,164,3,0
1,21,0,0,0,0,1,0,1,10,1
1,26,2,0,0,0,10,0,2,5,1
1,53,0,0,0,0,1,1,2,1,0
1,26,2,0,0,3,10,1,30,8,1
0,22,0,0,1,0,1,0,2,4,0
1,32,0,0,0,0,7,0,61,2,0
1,45,2,0,0,0,0,0,1,1,0
1,47,2,0,0,0,1,1,29,5,0
1,63,0,0,0,0,11,0,295,9,0
1,30,3,0,0,0,7,0,1,8,1
1,41,0,2,0,1,14,1,6,8,1
0,26,0,0,0,0,0,0,2,7,0
1,45,2,0,0,0,0,1,5,1,0
1,50,2,0,0,0,1,0,91,2,0
1,57,2,0,0,0,3,1,131,1,0
1,31,0,0,0,0,2,0,2,1,0
1,21,0,0,0,0,0,0,2,7,1
1,41,3,0,0,0,2,1,85,1,0
0,28,0,1,0,0,1,1,264,4,1
1,29,2,1,0,1,9,0,59,8,1
1,28,0,0,0,0,2,0,1,4,0
0,25,2,0,0,0,1,1,1,4,1
1,22,0,0,0,0,0,0,31,3,1
0,21,0,0,0,0,0,0,30,6,0
1,48,2,0,0,0,0,0,166,8,1
1,25,0,0,0,1,4,0,170,9,1
1,31,2,0,0,0,5,0,1,6,1
1,33,2,0,0,0,1,1,1,1,0
1,56,5,0,0,0,0,1,8,1,0
1,24,0,0,0,0,0,1,2,3,0
1,59,0,0,0,0,1,0,61,6,0
1,30,0,0,0,0,15,0,64,10,1
1,30,0,0,0,0,1,0,27,9,0
0,27,0,0,0,0,0,0,1,8,0
1,43,0,0,0,0,3,0,61,1,0
1,66,2,0,0,0,2,1,87,3,0
0,26,0,0,0,0,1,1,118,5,0
1,51,0,0,0,0,21,0,568,8,1
1,49,2,0,0,0,1,1,31,1,0
1,21,2,0,0,0,0,0,60,4,0
1,64,2,0,0,0,8,0,175,10,1
1,76,1,0,0,0,0,0,59,1,0
0,28,2,0,0,0,3,0,1,6,1
1,35,0,0,0,0,1,1,32,4,0
1,44,5,0,0,0,6,0,3,1,1
0,55,2,0,0,0,3,1,4,1,0
1,38,3,1,0,1,7,0,32,7,1
1,24,0,0,0,0,0,0,62,5,0
1,45,2,0,0,0,0,0,91,2,0
1,36,2,0,0,0,0,0,1,3,0
1,38,2,0,0,0,5,0,199,2,0
1,20,3,0,0,0,0,0,26,6,1
1,21,0,0,0,1,0,0,30,3,1
1,22,3,0,0,0,1,1,225,6,0
1,27,0,0,0,0,7,0,202,10,1
1,27,0,0,0,0,0,0,30,3,0
1,28,0,0,1,0,18,0,1,9,1
1,52,3,0,0,0,0,1,31,1,1
1,39,2,0,0,0,16,0,36,9,1
1,49,3,0,0,0,14,0,93,7,0
1,19,0,0,0,0,0,0,1,4,1
1,40,0,0,0,0,2,0,32,4,0
1,30,2,0,0,0,5,0,92,8,1
1,28,2,0,0,0,0,0,1,3,1
1,27,2,0,0,0,0,1,61,2,0
1,23,3,0,0,0,3,0,4,7,1
1,33,0,2,0,0,8,0,50,10,1
1,25,0,0,0,0,3,0,122,5,1
0,28,0,0,0,0,0,0,1,3,0
1,33,2,0,0,0,4,0,57,6,0
0,24,0,0,0,0,0,0,1,3,0
0,24,0,0,0,0,0,0,2,3,0
1,44,2,0,0,0,0,0,5,7,0
1,44,0,0,0,0,0,0,1,1,0
1,28,2,0,0,0,1,0,2,1,0
0,23,0,0,0,0,0,1,1,7,0
0,31,2,0,0,1,2,0,32,8,1
1,27,0,0,0,1,0,0,1,2,0
0,26,2,0,0,0,1,0,1,8,1
1,57,0,0,0,0,16,1,159,5,1
1,55,2,0,0,0,0,0,1,1,0
0,36,2,0,0,0,7,0,22,6,1
1,45,3,0,0,0,6,0,41,6,0
0,26,2,0,0,0,1,0,4,7,0
1,34,0,0,0,0,0,0,34,8,1
1,24,0,0,0,0,1,0,31,2,0
1,21,5,0,0,0,0,0,262,5,1
1,42,0,0,0,0,7,0,1,1,0
0,34,2,0,0,0,12,0,86,10,1
1,30,3,0,0,0,3,1,62,4,0
1,40,2,0,0,0,6,0,31,4,0
1,34,2,0,0,0,2,0,30,1,0
1,39,5,0,0,0,2,0,69,2,0
1,28,2,0,0,0,0,0,2,10,0
1,24,1,0,0,0,4,0,1,6,1
1,30,5,0,0,0,13,0,31,9,1
1,30,0,0,0,0,4,0,6,3,0
1,31,2,0,0,0,3,1,1,3,1
0,34,3,0,0,0,0,1,1,2,0
1,27,2,0,0,0,1,1,32,3,0
1,22,3,0,0,1,0,0,1,2,1
1,21,0,0,0,0,0,0,264,3,0
1,37,0,0,0,0,3,1,81,3,0
1,25,0,0,0,0,1,0,1,2,0
1,45,2,0,0,0,2,0,242,1,0
1,45,2,0,0,0,7,0,102,2,0
1,22,3,0,0,0,1,0,10,2,1
1,31,2,0,0,0,1,0,235,5,0
1,23,0,0,0,0,0,0,122,5,0
0,39,2,0,0,0,0,1,2,1,0
1,21,0,0,0,0,0,0,62,4,0
1,32,0,0,0,0,6,0,34,2,0
1,28,0,0,0,0,6,1,6,5,1
1,35,0,0,0,0,0,0,1,1,0
1,29,0,0,1,1,4,0,2,4,1
1,28,0,0,0,0,7,0,1,10,1
0,34,2,0,0,0,0,1,3,7,1
1,20,0,0,1,0,1,0,25,10,0
0,32,2,0,0,0,5,0,5,2,1
1,52,2,0,0,0,2,1,32,1,0
1,25,0,0,0,0,2,0,2,4,0
1,34,2,0,1,0,15,0,32,7,0
1,47,0,0,0,0,4,0,31,4,1
1,47,2,0,0,0,0,0,2,1,0
1,45,2,0,0,0,2,1,1,2,0
0,30,0,0,0,0,4,0,2,5,0
1,22,2,0,0,0,0,1,1,3,1
0,47,0,0,0,0,7,0,205,9,1
1,37,2,0,0,0,3,0,54,8,0
1,37,0,0,0,0,8,1,2,5,0
1,20,2,0,0,0,1,0,1,4,0
1,50,0,0,0,0,7,0,3,3,0
1,26,0,0,0,0,7,0,3,10,1
1,22,0,0,1,0,2,0,1,8,0
0,31,2,0,0,0,0,1,4,2,0
0,28,0,0,0,0,1,0,3,2,0
1,20,2,0,0,3,0,0,1,3,1
1,29,0,0,0,0,1,0,111,5,0
1,21,2,0,0,0,0,0,115,3,0
1,25,0,0,0,0,2,0,854,5,0
1,22,0,0,0,0,0,0,199,7,1
1,33,0,0,0,1,14,0,61,10,1
1,30,0,0,0,0,1,1,1,2,0
1,27,2,0,0,0,5,0,142,6,1
1,24,0,0,0,0,2,1,3,9,1
1,31,0,0,0,0,4,0,383,6,0
0,20,5,0,0,0,1,1,32,4,0
1,29,0,0,0,0,0,1,32,2,0
1,20,0,0,0,1,1,0,62,7,0
1,26,0,0,0,0,1,0,62,4,0
1,24,2,0,0,0,0,0,62,3,0
1,44,0,0,0,0,29,0,128,9,1
1,46,2,0,0,0,1,1,1,1,0
0,46,2,0,0,0,1,1,32,1,1
0,36,0,0,0,0,1,0,2,2,0
1,57,5,0,0,0,0,0,1,1,0
1,23,0,0,0,0,0,1,1,3,1
1,21,0,0,0,1,1,0,1,10,1
1,54,2,0,0,0,0,1,1,1,0
1,29,0,0,0,0,6,0,2,6,1
1,62,5,0,0,0,2,1,1,1,0
1,25,3,1,4,0,10,0,8,9,1
0,22,3,0,0,0,1,0,1,4,0
1,29,0,0,0,0,4,1,31,5,1
1,39,0,0,0,0,1,0,62,5,0
0,26,0,0,0,0,0,1,7,9,0
0,50,2,0,0,0,7,1,8,1,1
1,32,0,0,0,0,1,0,244,2,0
1,45,3,0,0,0,0,0,2,1,0
1,30,0,0,0,0,1,0,289,2,0
1,25,0,0,0,0,0,0,1,5,0
0,44,2,0,0,0,10,0,231,5,1
1,58,0,0,0,0,0,0,31,4,1
1,27,0,0,0,0,10,0,185,9,0
1,35,3,0,0,0,0,1,2,1,0
0,28,2,0,0,0,1,0,62,5,0
1,24,0,0,0,0,5,0,1,6,0
0,49,0,0,0,0,0,1,1,1,0
1,27,2,0,0,0,7,0,251,4,0
1,44,5,0,0,0,1,1,1,1,0
1,20,0,0,1,0,1,0,31,10,1
1,29,2,0,0,0,0,1,1,1,1
0,26,3,0,0,0,0,1,1,3,0
1,21,2,0,0,0,1,0,31,5,0
1,38,0,1,2,2,22,1,31,9,1
1,73,2,0,0,0,6,0,13,1,0
1,62,3,0,0,0,5,0,113,2,0
0,46,2,0,0,0,1,0,30,1,0
1,29,0,0,1,0,17,0,16,10,1
1,30,0,0,0,0,0,0,2,4,1
1,34,0,0,0,0,14,0,1,8,0
1,26,0,0,0,0,1,0,93,7,0
1,55,0,0,0,0,8,0,3,1,1
1,25,0,0,0,0,10,0,83,9,1
1,47,2,0,0,0,2,1,28,1,0
1,21,2,0,0,0,0,0,101,6,0
1,23,0,0,0,0,1,0,3,3,0
1,27,3,0,0,0,1,1,31,2,0
0,33,2,0,0,0,0,1,2,1,0
1,30,0,0,0,0,13,0,268,10,1
1,24,0,1,7,0,13,0,178,10,0
1,24,0,0,0,3,4,0,2,5,1
1,48,2,0,0,0,2,0,4,1,1
1,45,2,0,0,0,0,0,61,6,1
0,61,2,0,0,0,2,0,31,1,0
1,26,0,0,0,0,2,1,203,5,0
1,28,0,0,0,0,6,0,90,2,0
0,42,2,0,0,0,0,1,1,2,0
1,34,0,0,0,0,1,1,62,2,0
1,21,0,0,0,0,0,1,1,4,1
0,69,2,0,0,0,2,1,1,1,0
1,24,2,0,0,1,5,0,6,5,1
1,45,0,0,0,0,1,1,1,1,0
1,28,0,0,0,0,3,1,188,9,0
1,66,2,0,0,0,7,0,199,2,0
1,47,2,0,0,0,0,0,161,1,0
1,25,0,0,3,1,8,1,30,8,1
1,28,2,0,0,0,2,0,2,1,0
1,52,0,0,0,0,2,1,17,1,0
0,46,0,0,0,0,1,0,31,1,0
1,46,3,0,0,0,0,1,2,1,0
1,30,2,0,0,0,0,0,28,1,0
0,26,3,0,0,0,0,1,1,3,0
1,19,0,0,0,0,0,0,1,9,0
0,38,2,0,0,0,1,0,32,6,0
1,34,5,0,0,0,0,0,32,2,1
1,32,2,0,1,0,5,0,184,7,1
1,47,2,0,0,0,11,0,90,4,0
1,38,0,0,0,0,2,1,11,4,1
1,32,0,0,0,0,2,0,321,10,0
1,23,0,0,2,2,4,0,31,7,1
1,64,3,0,0,0,0,1,1,1,0
1,30,3,0,0,0,0,1,1,1,0
1,59,0,0,0,0,9,0,31,9,1
1,24,2,0,0,0,5,0,9,7,1
1,38,0,0,0,0,2,0,244,1,0
0,22,0,0,0,0,0,0,265,6,0
1,35,0,0,0,0,6,0,1,3,0
1,24,0,0,0,0,0,0,1,7,1
1,34,2,0,0,0,4,0,17,2,0
1,35,0,0,0,0,1,1,92,6,1
1,25,0,0,0,0,2,0,1,6,0
1,58,2,0,0,0,3,1,1,2,0
1,27,0,0,0,0,7,0,3,4,1
1,24,0,0,0,1,6,0,16,9,1
1,42,0,0,0,0,6,1,2,5,0
1,44,2,0,0,0,4,0,32,3,0
1,30,0,0,0,0,3,0,3,5,0
0,39,3,0,0,0,2,0,214,2,0
1,28,2,0,0,0,0,0,1,3,0
0,32,0,0,1,0,13,0,297,6,0
1,34,0,0,0,0,1,0,2,2,0
1,26,0,0,0,0,1,0,144,8,1
1,31,2,0,0,0,1,1,1,2,0
0,35,2,0,0,0,0,1,1,2,0
1,23,0,0,0,0,0,0,3,2,0
1,29,2,0,0,1,11,0,50,8,1
1,31,0,0,0,0,0,1,1,4,0
1,54,0,0,0,0,6,0,61,7,0
1,38,5,0,0,0,1,0,1,1,0
1,30,0,0,0,0,14,0,65,8,1
1,57,0,0,0,0,2,0,98,1,0
1,26,2,0,0,0,0,0,1,1,0
1,21,2,0,0,0,2,0,78,4,1
1,44,0,0,0,0,0,0,2,1,0
1,52,0,0,0,0,0,0,2,1,0
1,30,0,0,0,0,6,0,31,5,1
1,36,3,0,0,0,0,1,1,1,0
1,31,0,0,0,0,9,0,1,8,1
0,21,0,0,1,0,2,0,224,6,1
1,32,2,0,0,0,0,1,2,4,0
1,77,2,0,0,0,1,1,4,1,0
1,61,2,0,0,0,4,0,119,6,0
1,40,3,0,0,0,2,1,2,2,0
0,41,0,0,0,0,0,1,1,1,0
0,24,2,0,0,0,0,1,2,5,0
0,34,0,0,0,0,5,0,2,3,1
1,33,0,0,0,0,15,1,1,2,0
1,34,2,0,0,0,3,0,9,2,1
1,27,3,0,0,0,1,0,30,3,0
1,25,0,0,0,2,6,1,1,7,1
1,30,0,0,0,0,1,0,30,1,0
1,59,3,0,0,0,0,0,2,1,0
1,23,0,0,0,0,0,0,31,3,0
1,55,2,0,0,0,1,0,32,1,1
0,22,0,0,1,0,1,1,31,6,0
1,32,2,0,0,0,0,0,64,6,1
1,21,0,0,0,0,1,0,36,9,0
1,53,0,0,0,0,5,1,3,2,0
1,30,0,0,0,0,7,0,57,9,0
1,50,2,0,0,0,1,1,1,2,0
1,26,5,0,0,0,1,0,62,4,1
1,21,3,0,0,1,2,0,2,5,1
1,36,0,0,0,0,7,0,207,6,1
1,35,0,0,0,0,16,0,192,8,1
0,25,2,0,0,0,0,1,2,3,0
0,44,2,0,0,0,0,1,1,1,0
0,31,2,0,0,0,2,1,118,6,0
1,62,0,0,0,0,17,0,162,7,0
0,26,0,0,0,0,1,0,61,5,0
1,25,2,0,0,0,0,1,1,2,0
1,32,0,0,0,0,0,1,1,1,0
1,40,2,0,0,0,5,0,30,3,0
1,35,0,0,0,0,0,0,31,3,0
1,27,0,0,0,0,2,0,120,3,0
1,37,2,0,0,0,0,0,115,2,0
1,33,0,0,0,0,12,0,92,9,1
1,36,1,0,0,0,1,0,224,1,0
1,30,0,0,0,0,0,0,4,4,0
1,41,0,0,0,0,19,0,221,8,1
0,21,2,0,0,0,1,1,66,7,0
0,29,2,0,0,0,0,0,1,7,0
1,41,2,0,0,0,1,1,2,1,0
1,23,0,0,0,0,0,1,32,3,0
0,26,2,0,0,0,1,0,245,4,0
1,25,2,0,0,0,0,0,1,5,0
1,50,2,0,0,0,0,0,3,1,0
1,35,2,0,0,0,4,0,229,2,0
1,20,0,0,0,0,0,0,1,3,0
1,44,2,0,0,0,3,1,182,3,0
0,27,0,0,0,0,1,0,81,4,0
1,37,0,1,0,0,17,0,147,9,1
1,43,0,0,0,0,4,0,26,1,1
1,29,2,0,0,0,12,1,106,6,1
0,61,2,0,0,0,0,0,32,1,0
1,28,2,0,0,1,3,0,32,3,0
0,22,0,0,0,0,4,0,3,9,1
1,27,2,0,0,0,2,0,1,4,1
0,40,2,0,0,0,0,0,106,9,0
0,34,0,0,0,0,1,1,15,2,0
1,24,5,0,0,0,0,0,1,6,0
0,34,2,0,0,0,1,0,34,6,0
1,22,2,0,0,0,3,1,37,10,0
0,41,0,0,0,0,0,1,2,1,0
0,20,0,0,0,1,0,1,32,7,1
1,30,0,0,0,0,0,1,1,1,0
0,43,0,0,0,0,0,1,2,1,0
1,20,0,0,0,1,0,0,8,5,0
1,51,2,0,0,0,4,0,2,1,1
0,30,0,0,0,0,0,1,1,8,0
0,25,2,0,0,0,0,0,116,3,0
1,37,3,0,0,0,9,0,62,5,0
0,21,0,0,0,0,0,0,1,9,0
0,29,3,0,0,0,1,0,2,4,0
0,24,2,0,0,0,0,1,1,6,0
1,36,2,0,0,0,12,0,14,1,0
1,36,2,0,0,0,0,1,32,3,0
1,39,2,0,0,0,0,0,3,1,1
1,32,0,0,0,0,2,1,2,5,0
1,30,0,0,0,0,1,0,2,2,0
1,50,2,0,0,0,3,1,12,1,0
1,38,0,0,0,0,0,1,1,1,0
0,27,0,0,0,0,8,0,263,6,1
1,21,2,0,0,0,0,0,3,3,0
0,30,2,0,0,0,0,0,87,6,1
0,43,2,0,0,0,0,1,117,2,1
1,30,0,6,0,0,8,1,1,9,1
1,22,0,0,0,0,2,0,354,7,1
0,26,2,0,0,0,1,1,31,4,1
1,37,2,0,0,0,3,0,246,4,0
1,25,2,0,0,0,5,0,29,9,1
1,65,2,0,0,0,1,0,31,3,1
1,52,5,0,0,0,0,0,257,5,1
1,37,3,0,0,0,9,0,100,6,0
1,43,0,0,0,0,0,1,88,3,0
1,29,2,0,0,0,1,0,1,1,0
1,32,2,0,0,0,3,0,121,5,0
1,36,3,0,0,0,0,1,31,1,1
1,21,0,0,2,6,8,0,244,9,1
1,21,2,0,0,0,1,0,31,3,0
1,47,2,0,0,0,13,1,67,4,1
0,36,0,0,0,0,4,0,30,2,0
0,25,0,0,0,0,6,0,252,7,1
1,32,2,0,0,0,4,1,2,2,1
1,43,2,0,0,0,1,0,2,1,0
1,34,0,0,0,0,2,0,2,2,0
1,27,0,0,0,0,2,0,162,6,0
1,26,0,0,0,0,8,1,86,4,1
1,21,0,0,0,0,1,0,111,3,0
1,61,5,0,0,0,1,0,31,1,0
1,34,1,0,0,0,0,1,2,2,0
1,46,3,0,0,0,1,1,1,1,0
1,33,0,0,0,0,0,0,2,2,0
1,38,2,0,0,0,3,1,2,3,0
1,41,0,0,0,0,7,0,59,9,0
1,25,2,0,0,0,7,0,192,10,1
1,21,2,0,0,0,1,0,130,4,0
0,74,2,0,0,0,0,1,1,1,0
1,23,1,0,0,0,2,1,1,3,0
1,21,0,1,0,0,1,0,15,9,0
1,41,2,0,0,0,5,1,1,4,1
1,54,2,0,0,0,0,1,2,1,0
1,57,0,0,0,0,11,0,143,7,1
1,22,3,0,0,0,0,0,59,2,0
0,27,3,0,0,0,0,1,1,3,0
1,30,0,0,1,0,1,1,2,2,0
0,33,2,0,0,0,3,0,2,6,1
1,23,0,0,0,0,4,0,163,9,0
1,24,2,0,0,0,2,1,1,2,0
1,52,1,0,0,0,0,0,1,1,0
0,29,2,0,0,0,0,1,1,6,0
0,42,2,0,0,0,0,0,2,2,1
1,21,2,0,0,0,0,1,1,3,0
0,30,2,0,0,1,1,0,1,2,0
1,33,0,0,0,0,3,0,234,3,0
1,64,2,0,0,0,0,1,31,1,0
